sex	age	l	m	s	loh
1	1531	1	104.6144	0.0409	H
1	1532	1	104.6327	0.04091	H
1	1533	1	104.651	0.04091	H
1	1534	1	104.6693	0.04092	H
1	1535	1	104.6876	0.04092	H
1	1536	1	104.7059	0.04093	H
1	1537	1	104.7242	0.04093	H
1	1538	1	104.7425	0.04093	H
1	1539	1	104.7608	0.04094	H
1	1540	1	104.7791	0.04094	H
1	1541	1	104.7974	0.04095	H
1	1542	1	104.8157	0.04095	H
1	1543	1	104.8339	0.04096	H
1	1544	1	104.8522	0.04096	H
1	1545	1	104.8705	0.04097	H
1	1546	1	104.8888	0.04097	H
1	1547	1	104.9071	0.04097	H
1	1548	1	104.9253	0.04098	H
1	1549	1	104.9436	0.04098	H
1	1550	1	104.9619	0.04099	H
1	1551	1	104.9802	0.04099	H
1	1552	1	104.9984	0.041	H
1	1553	1	105.0167	0.041	H
1	1554	1	105.035	0.041	H
1	1555	1	105.0532	0.04101	H
1	1556	1	105.0715	0.04101	H
1	1557	1	105.0898	0.04102	H
1	1558	1	105.108	0.04102	H
1	1559	1	105.1263	0.04103	H
1	1560	1	105.1445	0.04103	H
1	1561	1	105.1628	0.04104	H
1	1562	1	105.1811	0.04104	H
1	1563	1	105.1993	0.04104	H
1	1564	1	105.2176	0.04105	H
1	1565	1	105.2358	0.04105	H
1	1566	1	105.2541	0.04106	H
1	1567	1	105.2723	0.04106	H
1	1568	1	105.2906	0.04107	H
1	1569	1	105.3088	0.04107	H
1	1570	1	105.3271	0.04107	H
1	1571	1	105.3453	0.04108	H
1	1572	1	105.3635	0.04108	H
1	1573	1	105.3818	0.04109	H
1	1574	1	105.4	0.04109	H
1	1575	1	105.4183	0.0411	H
1	1576	1	105.4365	0.0411	H
1	1577	1	105.4547	0.04111	H
1	1578	1	105.473	0.04111	H
1	1579	1	105.4912	0.04111	H
1	1580	1	105.5094	0.04112	H
1	1581	1	105.5277	0.04112	H
1	1582	1	105.5459	0.04113	H
1	1583	1	105.5641	0.04113	H
1	1584	1	105.5824	0.04114	H
1	1585	1	105.6006	0.04114	H
1	1586	1	105.6188	0.04114	H
1	1587	1	105.637	0.04115	H
1	1588	1	105.6553	0.04115	H
1	1589	1	105.6735	0.04116	H
1	1590	1	105.6917	0.04116	H
1	1591	1	105.7099	0.04117	H
1	1592	1	105.7281	0.04117	H
1	1593	1	105.7463	0.04117	H
1	1594	1	105.7646	0.04118	H
1	1595	1	105.7828	0.04118	H
1	1596	1	105.801	0.04119	H
1	1597	1	105.8192	0.04119	H
1	1598	1	105.8374	0.0412	H
1	1599	1	105.8556	0.0412	H
1	1600	1	105.8738	0.0412	H
1	1601	1	105.892	0.04121	H
1	1602	1	105.9102	0.04121	H
1	1603	1	105.9284	0.04122	H
1	1604	1	105.9466	0.04122	H
1	1605	1	105.9648	0.04123	H
1	1606	1	105.983	0.04123	H
1	1607	1	106.0012	0.04123	H
1	1608	1	106.0194	0.04124	H
1	1609	1	106.0376	0.04124	H
1	1610	1	106.0558	0.04125	H
1	1611	1	106.074	0.04125	H
1	1612	1	106.0922	0.04126	H
1	1613	1	106.1104	0.04126	H
1	1614	1	106.1286	0.04127	H
1	1615	1	106.1467	0.04127	H
1	1616	1	106.1649	0.04127	H
1	1617	1	106.1831	0.04128	H
1	1618	1	106.2013	0.04128	H
1	1619	1	106.2195	0.04129	H
1	1620	1	106.2377	0.04129	H
1	1621	1	106.2558	0.0413	H
1	1622	1	106.274	0.0413	H
1	1623	1	106.2922	0.0413	H
1	1624	1	106.3104	0.04131	H
1	1625	1	106.3285	0.04131	H
1	1626	1	106.3467	0.04132	H
1	1627	1	106.3649	0.04132	H
1	1628	1	106.3831	0.04132	H
1	1629	1	106.4012	0.04133	H
1	1630	1	106.4194	0.04133	H
1	1631	1	106.4376	0.04134	H
1	1632	1	106.4557	0.04134	H
1	1633	1	106.4739	0.04135	H
1	1634	1	106.4921	0.04135	H
1	1635	1	106.5102	0.04135	H
1	1636	1	106.5284	0.04136	H
1	1637	1	106.5465	0.04136	H
1	1638	1	106.5647	0.04137	H
1	1639	1	106.5829	0.04137	H
1	1640	1	106.601	0.04138	H
1	1641	1	106.6192	0.04138	H
1	1642	1	106.6373	0.04138	H
1	1643	1	106.6555	0.04139	H
1	1644	1	106.6736	0.04139	H
1	1645	1	106.6918	0.0414	H
1	1646	1	106.7099	0.0414	H
1	1647	1	106.7281	0.04141	H
1	1648	1	106.7462	0.04141	H
1	1649	1	106.7644	0.04141	H
1	1650	1	106.7825	0.04142	H
1	1651	1	106.8006	0.04142	H
1	1652	1	106.8188	0.04143	H
1	1653	1	106.8369	0.04143	H
1	1654	1	106.8551	0.04144	H
1	1655	1	106.8732	0.04144	H
1	1656	1	106.8913	0.04144	H
1	1657	1	106.9095	0.04145	H
1	1658	1	106.9276	0.04145	H
1	1659	1	106.9457	0.04146	H
1	1660	1	106.9639	0.04146	H
1	1661	1	106.982	0.04147	H
1	1662	1	107.0001	0.04147	H
1	1663	1	107.0183	0.04147	H
1	1664	1	107.0364	0.04148	H
1	1665	1	107.0545	0.04148	H
1	1666	1	107.0727	0.04149	H
1	1667	1	107.0908	0.04149	H
1	1668	1	107.1089	0.04149	H
1	1669	1	107.127	0.0415	H
1	1670	1	107.1452	0.0415	H
1	1671	1	107.1633	0.04151	H
1	1672	1	107.1814	0.04151	H
1	1673	1	107.1995	0.04152	H
1	1674	1	107.2176	0.04152	H
1	1675	1	107.2358	0.04152	H
1	1676	1	107.2539	0.04153	H
1	1677	1	107.272	0.04153	H
1	1678	1	107.2901	0.04154	H
1	1679	1	107.3082	0.04154	H
1	1680	1	107.3263	0.04154	H
1	1681	1	107.3444	0.04155	H
1	1682	1	107.3625	0.04155	H
1	1683	1	107.3806	0.04156	H
1	1684	1	107.3988	0.04156	H
1	1685	1	107.4169	0.04157	H
1	1686	1	107.435	0.04157	H
1	1687	1	107.4531	0.04157	H
1	1688	1	107.4712	0.04158	H
1	1689	1	107.4893	0.04158	H
1	1690	1	107.5074	0.04159	H
1	1691	1	107.5255	0.04159	H
1	1692	1	107.5436	0.0416	H
1	1693	1	107.5617	0.0416	H
1	1694	1	107.5798	0.0416	H
1	1695	1	107.5979	0.04161	H
1	1696	1	107.616	0.04161	H
1	1697	1	107.6341	0.04162	H
1	1698	1	107.6522	0.04162	H
1	1699	1	107.6702	0.04162	H
1	1700	1	107.6883	0.04163	H
1	1701	1	107.7064	0.04163	H
1	1702	1	107.7245	0.04164	H
1	1703	1	107.7426	0.04164	H
1	1704	1	107.7607	0.04165	H
1	1705	1	107.7788	0.04165	H
1	1706	1	107.7969	0.04165	H
1	1707	1	107.8149	0.04166	H
1	1708	1	107.833	0.04166	H
1	1709	1	107.8511	0.04167	H
1	1710	1	107.8692	0.04167	H
1	1711	1	107.8873	0.04167	H
1	1712	1	107.9053	0.04168	H
1	1713	1	107.9234	0.04168	H
1	1714	1	107.9415	0.04169	H
1	1715	1	107.9596	0.04169	H
1	1716	1	107.9777	0.04169	H
1	1717	1	107.9957	0.0417	H
1	1718	1	108.0138	0.0417	H
1	1719	1	108.0319	0.04171	H
1	1720	1	108.0499	0.04171	H
1	1721	1	108.068	0.04172	H
1	1722	1	108.0861	0.04172	H
1	1723	1	108.1041	0.04172	H
1	1724	1	108.1222	0.04173	H
1	1725	1	108.1403	0.04173	H
1	1726	1	108.1583	0.04174	H
1	1727	1	108.1764	0.04174	H
1	1728	1	108.1945	0.04174	H
1	1729	1	108.2125	0.04175	H
1	1730	1	108.2306	0.04175	H
1	1731	1	108.2487	0.04176	H
1	1732	1	108.2667	0.04176	H
1	1733	1	108.2848	0.04176	H
1	1734	1	108.3028	0.04177	H
1	1735	1	108.3209	0.04177	H
1	1736	1	108.3389	0.04178	H
1	1737	1	108.357	0.04178	H
1	1738	1	108.375	0.04179	H
1	1739	1	108.3931	0.04179	H
1	1740	1	108.4112	0.04179	H
1	1741	1	108.4292	0.0418	H
1	1742	1	108.4473	0.0418	H
1	1743	1	108.4653	0.04181	H
1	1744	1	108.4833	0.04181	H
1	1745	1	108.5014	0.04181	H
1	1746	1	108.5194	0.04182	H
1	1747	1	108.5375	0.04182	H
1	1748	1	108.5555	0.04183	H
1	1749	1	108.5736	0.04183	H
1	1750	1	108.5916	0.04183	H
1	1751	1	108.6097	0.04184	H
1	1752	1	108.6277	0.04184	H
1	1753	1	108.6457	0.04185	H
1	1754	1	108.6638	0.04185	H
1	1755	1	108.6818	0.04185	H
1	1756	1	108.6998	0.04186	H
1	1757	1	108.7179	0.04186	H
1	1758	1	108.7359	0.04187	H
1	1759	1	108.7539	0.04187	H
1	1760	1	108.772	0.04188	H
1	1761	1	108.79	0.04188	H
1	1762	1	108.808	0.04188	H
1	1763	1	108.8261	0.04189	H
1	1764	1	108.8441	0.04189	H
1	1765	1	108.8621	0.0419	H
1	1766	1	108.8801	0.0419	H
1	1767	1	108.8982	0.0419	H
1	1768	1	108.9162	0.04191	H
1	1769	1	108.9342	0.04191	H
1	1770	1	108.9522	0.04192	H
1	1771	1	108.9702	0.04192	H
1	1772	1	108.9883	0.04192	H
1	1773	1	109.0063	0.04193	H
1	1774	1	109.0243	0.04193	H
1	1775	1	109.0423	0.04194	H
1	1776	1	109.0603	0.04194	H
1	1777	1	109.0783	0.04194	H
1	1778	1	109.0963	0.04195	H
1	1779	1	109.1144	0.04195	H
1	1780	1	109.1324	0.04196	H
1	1781	1	109.1504	0.04196	H
1	1782	1	109.1684	0.04196	H
1	1783	1	109.1864	0.04197	H
1	1784	1	109.2044	0.04197	H
1	1785	1	109.2224	0.04198	H
1	1786	1	109.2404	0.04198	H
1	1787	1	109.2584	0.04198	H
1	1788	1	109.2764	0.04199	H
1	1789	1	109.2944	0.04199	H
1	1790	1	109.3124	0.042	H
1	1791	1	109.3304	0.042	H
1	1792	1	109.3484	0.042	H
1	1793	1	109.3664	0.04201	H
1	1794	1	109.3843	0.04201	H
1	1795	1	109.4023	0.04202	H
1	1796	1	109.4203	0.04202	H
1	1797	1	109.4383	0.04202	H
1	1798	1	109.4563	0.04203	H
1	1799	1	109.4743	0.04203	H
1	1800	1	109.4923	0.04204	H
1	1801	1	109.5102	0.04204	H
1	1802	1	109.5282	0.04204	H
1	1803	1	109.5462	0.04205	H
1	1804	1	109.5642	0.04205	H
1	1805	1	109.5822	0.04206	H
1	1806	1	109.6001	0.04206	H
1	1807	1	109.6181	0.04206	H
1	1808	1	109.6361	0.04207	H
1	1809	1	109.654	0.04207	H
1	1810	1	109.672	0.04208	H
1	1811	1	109.69	0.04208	H
1	1812	1	109.7079	0.04208	H
1	1813	1	109.7259	0.04209	H
1	1814	1	109.7439	0.04209	H
1	1815	1	109.7618	0.0421	H
1	1816	1	109.7798	0.0421	H
1	1817	1	109.7978	0.0421	H
1	1818	1	109.8157	0.04211	H
1	1819	1	109.8337	0.04211	H
1	1820	1	109.8516	0.04212	H
1	1821	1	109.8696	0.04212	H
1	1822	1	109.8875	0.04212	H
1	1823	1	109.9055	0.04213	H
1	1824	1	109.9234	0.04213	H
1	1825	1	109.9414	0.04214	H
1	1826	1	109.9593	0.04214	H
1	1827	1	109.9773	0.04214	H
1	1828	1	109.9952	0.04215	H
1	1829	1	110.0131	0.04215	H
1	1830	1	110.0311	0.04216	H
1	1831	1	110.049	0.04216	H
1	1832	1	110.0669	0.04216	H
1	1833	1	110.0849	0.04217	H
1	1834	1	110.1028	0.04217	H
1	1835	1	110.1207	0.04218	H
1	1836	1	110.1387	0.04218	H
1	1837	1	110.1566	0.04218	H
1	1838	1	110.1745	0.04219	H
1	1839	1	110.1924	0.04219	H
1	1840	1	110.2104	0.0422	H
1	1841	1	110.2283	0.0422	H
1	1842	1	110.2462	0.0422	H
1	1843	1	110.2641	0.04221	H
1	1844	1	110.282	0.04221	H
1	1845	1	110.3	0.04222	H
1	1846	1	110.3179	0.04222	H
1	1847	1	110.3358	0.04222	H
1	1848	1	110.3537	0.04223	H
1	1849	1	110.3716	0.04223	H
1	1850	1	110.3895	0.04223	H
1	1851	1	110.4074	0.04224	H
1	1852	1	110.4253	0.04224	H
1	1853	1	110.4432	0.04225	H
1	1854	1	110.4611	0.04225	H
1	1855	1	110.479	0.04225	H
1	1856	1	110.4969	0.04226	H
2	0	1	49.1477	0.0379	L
2	1	1	49.3166	0.03783	L
2	2	1	49.4854	0.03776	L
2	3	1	49.6543	0.0377	L
2	4	1	49.8232	0.03763	L
2	5	1	49.9921	0.03756	L
2	6	1	50.1609	0.03749	L
2	7	1	50.3298	0.03742	L
2	8	1	50.4987	0.03735	L
2	9	1	50.6676	0.03728	L
2	10	1	50.8365	0.03722	L
2	11	1	51.0053	0.03715	L
2	12	1	51.1742	0.03708	L
2	13	1	51.3431	0.03701	L
2	14	1	51.512	0.03694	L
2	15	1	51.651	0.0369	L
2	16	1	51.7895	0.03687	L
2	17	1	51.9272	0.03683	L
2	18	1	52.0641	0.0368	L
2	19	1	52.2002	0.03676	L
2	20	1	52.3353	0.03673	L
2	21	1	52.4695	0.03669	L
2	22	1	52.6027	0.03666	L
2	23	1	52.7349	0.03663	L
2	24	1	52.8661	0.0366	L
2	25	1	52.9963	0.03656	L
2	26	1	53.1255	0.03653	L
2	27	1	53.2537	0.0365	L
2	28	1	53.3809	0.03647	L
2	29	1	53.5072	0.03644	L
2	30	1	53.6326	0.03641	L
2	31	1	53.7571	0.03638	L
2	32	1	53.8806	0.03636	L
2	33	1	54.0031	0.03633	L
2	34	1	54.1247	0.0363	L
2	35	1	54.2454	0.03627	L
2	36	1	54.3651	0.03625	L
2	37	1	54.4839	0.03622	L
2	38	1	54.6018	0.03619	L
2	39	1	54.7187	0.03617	L
2	40	1	54.8348	0.03614	L
2	41	1	54.9499	0.03612	L
2	42	1	55.0642	0.03609	L
2	43	1	55.1777	0.03607	L
2	44	1	55.2903	0.03604	L
2	45	1	55.4021	0.03602	L
2	46	1	55.513	0.036	L
2	47	1	55.623	0.03597	L
2	48	1	55.7322	0.03595	L
2	49	1	55.8406	0.03593	L
2	50	1	55.9482	0.03591	L
2	51	1	56.0549	0.03588	L
2	52	1	56.1609	0.03586	L
2	53	1	56.266	0.03584	L
2	54	1	56.3704	0.03582	L
2	55	1	56.4739	0.0358	L
2	56	1	56.5767	0.03578	L
2	57	1	56.6788	0.03576	L
2	58	1	56.78	0.03574	L
2	59	1	56.8806	0.03572	L
2	60	1	56.9805	0.0357	L
2	61	1	57.0796	0.03568	L
2	62	1	57.1782	0.03566	L
2	63	1	57.2761	0.03564	L
2	64	1	57.3733	0.03562	L
2	65	1	57.4699	0.03561	L
2	66	1	57.5659	0.03559	L
2	67	1	57.6613	0.03557	L
2	68	1	57.756	0.03555	L
2	69	1	57.8501	0.03553	L
2	70	1	57.9436	0.03552	L
2	71	1	58.0365	0.0355	L
2	72	1	58.1288	0.03548	L
2	73	1	58.2206	0.03547	L
2	74	1	58.3117	0.03545	L
2	75	1	58.4022	0.03543	L
2	76	1	58.4922	0.03542	L
2	77	1	58.5816	0.0354	L
2	78	1	58.6705	0.03539	L
2	79	1	58.7588	0.03537	L
2	80	1	58.8465	0.03536	L
2	81	1	58.9337	0.03534	L
2	82	1	59.0204	0.03533	L
2	83	1	59.1066	0.03531	L
2	84	1	59.1922	0.0353	L
2	85	1	59.2773	0.03528	L
2	86	1	59.3619	0.03527	L
2	87	1	59.4459	0.03526	L
2	88	1	59.5295	0.03524	L
2	89	1	59.6126	0.03523	L
2	90	1	59.6952	0.03521	L
2	91	1	59.7773	0.0352	L
2	92	1	59.8589	0.03519	L
2	93	1	59.9401	0.03517	L
2	94	1	60.0209	0.03516	L
2	95	1	60.1011	0.03515	L
2	96	1	60.181	0.03514	L
2	97	1	60.2603	0.03512	L
2	98	1	60.3393	0.03511	L
2	99	1	60.4178	0.0351	L
2	100	1	60.4958	0.03509	L
2	101	1	60.5734	0.03508	L
2	102	1	60.6506	0.03506	L
2	103	1	60.7273	0.03505	L
2	104	1	60.8036	0.03504	L
2	105	1	60.8795	0.03503	L
2	106	1	60.955	0.03502	L
2	107	1	61.0301	0.03501	L
2	108	1	61.1047	0.035	L
2	109	1	61.1789	0.03499	L
2	110	1	61.2527	0.03497	L
2	111	1	61.3261	0.03496	L
2	112	1	61.3991	0.03495	L
2	113	1	61.4717	0.03494	L
2	114	1	61.5439	0.03493	L
2	115	1	61.6156	0.03492	L
2	116	1	61.687	0.03491	L
2	117	1	61.758	0.0349	L
2	118	1	61.8286	0.03489	L
2	119	1	61.8988	0.03488	L
2	120	1	61.9686	0.03487	L
2	121	1	62.0381	0.03487	L
2	122	1	62.1071	0.03486	L
2	123	1	62.1758	0.03485	L
2	124	1	62.2441	0.03484	L
2	125	1	62.312	0.03483	L
2	126	1	62.3795	0.03482	L
2	127	1	62.4467	0.03481	L
2	128	1	62.5135	0.0348	L
2	129	1	62.58	0.03479	L
2	130	1	62.6461	0.03479	L
2	131	1	62.7118	0.03478	L
2	132	1	62.7772	0.03477	L
2	133	1	62.8423	0.03476	L
2	134	1	62.907	0.03475	L
2	135	1	62.9714	0.03475	L
2	136	1	63.0354	0.03474	L
2	137	1	63.0991	0.03473	L
2	138	1	63.1626	0.03472	L
2	139	1	63.2257	0.03471	L
2	140	1	63.2884	0.03471	L
2	141	1	63.3509	0.0347	L
2	142	1	63.4131	0.03469	L
2	143	1	63.475	0.03469	L
2	144	1	63.5365	0.03468	L
2	145	1	63.5978	0.03467	L
2	146	1	63.6588	0.03467	L
2	147	1	63.7196	0.03466	L
2	148	1	63.78	0.03465	L
2	149	1	63.8402	0.03465	L
2	150	1	63.9	0.03464	L
2	151	1	63.9597	0.03463	L
2	152	1	64.019	0.03463	L
2	153	1	64.0781	0.03462	L
2	154	1	64.137	0.03461	L
2	155	1	64.1956	0.03461	L
2	156	1	64.2539	0.0346	L
2	157	1	64.312	0.0346	L
2	158	1	64.3699	0.03459	L
2	159	1	64.4276	0.03459	L
2	160	1	64.485	0.03458	L
2	161	1	64.5422	0.03457	L
2	162	1	64.5991	0.03457	L
2	163	1	64.6559	0.03456	L
2	164	1	64.7124	0.03456	L
2	165	1	64.7688	0.03455	L
2	166	1	64.8249	0.03455	L
2	167	1	64.8808	0.03454	L
2	168	1	64.9366	0.03454	L
2	169	1	64.9921	0.03453	L
2	170	1	65.0474	0.03453	L
2	171	1	65.1026	0.03453	L
2	172	1	65.1576	0.03452	L
2	173	1	65.2123	0.03452	L
2	174	1	65.267	0.03451	L
2	175	1	65.3214	0.03451	L
2	176	1	65.3757	0.0345	L
2	177	1	65.4298	0.0345	L
2	178	1	65.4837	0.0345	L
2	179	1	65.5375	0.03449	L
2	180	1	65.5911	0.03449	L
2	181	1	65.6445	0.03449	L
2	182	1	65.6978	0.03448	L
2	183	1	65.751	0.03448	L
2	184	1	65.804	0.03447	L
2	185	1	65.8568	0.03447	L
2	186	1	65.9095	0.03447	L
2	187	1	65.9621	0.03447	L
2	188	1	66.0145	0.03446	L
2	189	1	66.0668	0.03446	L
2	190	1	66.1189	0.03446	L
2	191	1	66.1709	0.03445	L
2	192	1	66.2228	0.03445	L
2	193	1	66.2745	0.03445	L
2	194	1	66.3261	0.03444	L
2	195	1	66.3776	0.03444	L
2	196	1	66.429	0.03444	L
2	197	1	66.4802	0.03444	L
2	198	1	66.5313	0.03444	L
2	199	1	66.5823	0.03443	L
2	200	1	66.6331	0.03443	L
2	201	1	66.6839	0.03443	L
2	202	1	66.7345	0.03443	L
2	203	1	66.785	0.03442	L
2	204	1	66.8354	0.03442	L
2	205	1	66.8857	0.03442	L
2	206	1	66.9359	0.03442	L
2	207	1	66.9859	0.03442	L
2	208	1	67.0359	0.03442	L
2	209	1	67.0858	0.03441	L
2	210	1	67.1355	0.03441	L
2	211	1	67.1852	0.03441	L
2	212	1	67.2347	0.03441	L
2	213	1	67.2842	0.03441	L
2	214	1	67.3335	0.03441	L
2	215	1	67.3828	0.03441	L
2	216	1	67.432	0.03441	L
2	217	1	67.481	0.0344	L
2	218	1	67.53	0.0344	L
2	219	1	67.5789	0.0344	L
2	220	1	67.6277	0.0344	L
2	221	1	67.6764	0.0344	L
2	222	1	67.725	0.0344	L
2	223	1	67.7735	0.0344	L
2	224	1	67.8219	0.0344	L
2	225	1	67.8703	0.0344	L
2	226	1	67.9185	0.0344	L
2	227	1	67.9667	0.0344	L
2	228	1	68.0148	0.0344	L
2	229	1	68.0628	0.0344	L
2	230	1	68.1107	0.0344	L
2	231	1	68.1585	0.0344	L
2	232	1	68.2063	0.0344	L
2	233	1	68.254	0.0344	L
2	234	1	68.3016	0.0344	L
2	235	1	68.3491	0.0344	L
2	236	1	68.3965	0.0344	L
2	237	1	68.4439	0.0344	L
2	238	1	68.4911	0.0344	L
2	239	1	68.5383	0.0344	L
2	240	1	68.5855	0.0344	L
2	241	1	68.6325	0.0344	L
2	242	1	68.6795	0.0344	L
2	243	1	68.7264	0.0344	L
2	244	1	68.7732	0.0344	L
2	245	1	68.82	0.0344	L
2	246	1	68.8666	0.0344	L
2	247	1	68.9133	0.0344	L
2	248	1	68.9598	0.0344	L
2	249	1	69.0063	0.0344	L
2	250	1	69.0527	0.0344	L
2	251	1	69.099	0.03441	L
2	252	1	69.1452	0.03441	L
2	253	1	69.1914	0.03441	L
2	254	1	69.2376	0.03441	L
2	255	1	69.2836	0.03441	L
2	256	1	69.3296	0.03441	L
2	257	1	69.3755	0.03441	L
2	258	1	69.4214	0.03441	L
2	259	1	69.4672	0.03441	L
2	260	1	69.5129	0.03442	L
2	261	1	69.5585	0.03442	L
2	262	1	69.6041	0.03442	L
2	263	1	69.6496	0.03442	L
2	264	1	69.6951	0.03442	L
2	265	1	69.7405	0.03442	L
2	266	1	69.7858	0.03443	L
2	267	1	69.8311	0.03443	L
2	268	1	69.8763	0.03443	L
2	269	1	69.9215	0.03443	L
2	270	1	69.9666	0.03443	L
2	271	1	70.0116	0.03444	L
2	272	1	70.0566	0.03444	L
2	273	1	70.1015	0.03444	L
2	274	1	70.1463	0.03444	L
2	275	1	70.1911	0.03444	L
2	276	1	70.2358	0.03445	L
2	277	1	70.2805	0.03445	L
2	278	1	70.3251	0.03445	L
2	279	1	70.3697	0.03445	L
2	280	1	70.4142	0.03445	L
2	281	1	70.4586	0.03446	L
2	282	1	70.503	0.03446	L
2	283	1	70.5474	0.03446	L
2	284	1	70.5917	0.03446	L
2	285	1	70.6359	0.03447	L
2	286	1	70.68	0.03447	L
2	287	1	70.7241	0.03447	L
2	288	1	70.7682	0.03448	L
2	289	1	70.8122	0.03448	L
2	290	1	70.8561	0.03448	L
2	291	1	70.9	0.03448	L
2	292	1	70.9439	0.03449	L
2	293	1	70.9876	0.03449	L
2	294	1	71.0314	0.03449	L
2	295	1	71.075	0.0345	L
2	296	1	71.1187	0.0345	L
2	297	1	71.1622	0.0345	L
2	298	1	71.2057	0.0345	L
2	299	1	71.2492	0.03451	L
2	300	1	71.2926	0.03451	L
2	301	1	71.3359	0.03451	L
2	302	1	71.3792	0.03452	L
2	303	1	71.4224	0.03452	L
2	304	1	71.4656	0.03452	L
2	305	1	71.5088	0.03453	L
2	306	1	71.5518	0.03453	L
2	307	1	71.5949	0.03453	L
2	308	1	71.6378	0.03454	L
2	309	1	71.6808	0.03454	L
2	310	1	71.7236	0.03454	L
2	311	1	71.7664	0.03455	L
2	312	1	71.8092	0.03455	L
2	313	1	71.8519	0.03456	L
2	314	1	71.8946	0.03456	L
2	315	1	71.9372	0.03456	L
2	316	1	71.9798	0.03457	L
2	317	1	72.0223	0.03457	L
2	318	1	72.0647	0.03457	L
2	319	1	72.1071	0.03458	L
2	320	1	72.1495	0.03458	L
2	321	1	72.1918	0.03459	L
2	322	1	72.234	0.03459	L
2	323	1	72.2762	0.03459	L
2	324	1	72.3184	0.0346	L
2	325	1	72.3605	0.0346	L
2	326	1	72.4025	0.03461	L
2	327	1	72.4445	0.03461	L
2	328	1	72.4865	0.03461	L
2	329	1	72.5284	0.03462	L
2	330	1	72.5702	0.03462	L
2	331	1	72.612	0.03463	L
2	332	1	72.6538	0.03463	L
2	333	1	72.6955	0.03464	L
2	334	1	72.7372	0.03464	L
2	335	1	72.7788	0.03464	L
2	336	1	72.8203	0.03465	L
2	337	1	72.8618	0.03465	L
2	338	1	72.9033	0.03466	L
2	339	1	72.9447	0.03466	L
2	340	1	72.9861	0.03467	L
2	341	1	73.0274	0.03467	L
2	342	1	73.0686	0.03468	L
2	343	1	73.1099	0.03468	L
2	344	1	73.151	0.03469	L
2	345	1	73.1922	0.03469	L
2	346	1	73.2332	0.03469	L
2	347	1	73.2743	0.0347	L
2	348	1	73.3152	0.0347	L
2	349	1	73.3562	0.03471	L
2	350	1	73.3971	0.03471	L
2	351	1	73.4379	0.03472	L
2	352	1	73.4787	0.03472	L
2	353	1	73.5195	0.03473	L
2	354	1	73.5602	0.03473	L
2	355	1	73.6008	0.03474	L
2	356	1	73.6414	0.03474	L
2	357	1	73.682	0.03475	L
2	358	1	73.7225	0.03475	L
2	359	1	73.763	0.03476	L
2	360	1	73.8034	0.03476	L
2	361	1	73.8438	0.03477	L
2	362	1	73.8842	0.03477	L
2	363	1	73.9245	0.03478	L
2	364	1	73.9647	0.03478	L
2	365	1	74.0049	0.03479	L
2	366	1	74.0451	0.03479	L
2	367	1	74.0852	0.0348	L
2	368	1	74.1253	0.0348	L
2	369	1	74.1653	0.03481	L
2	370	1	74.2053	0.03482	L
2	371	1	74.2452	0.03482	L
2	372	1	74.2851	0.03483	L
2	373	1	74.325	0.03483	L
2	374	1	74.3648	0.03484	L
2	375	1	74.4045	0.03484	L
2	376	1	74.4443	0.03485	L
2	377	1	74.4839	0.03485	L
2	378	1	74.5236	0.03486	L
2	379	1	74.5632	0.03486	L
2	380	1	74.6027	0.03487	L
2	381	1	74.6422	0.03488	L
2	382	1	74.6817	0.03488	L
2	383	1	74.7211	0.03489	L
2	384	1	74.7605	0.03489	L
2	385	1	74.7998	0.0349	L
2	386	1	74.8391	0.0349	L
2	387	1	74.8784	0.03491	L
2	388	1	74.9176	0.03491	L
2	389	1	74.9567	0.03492	L
2	390	1	74.9959	0.03493	L
2	391	1	75.0349	0.03493	L
2	392	1	75.074	0.03494	L
2	393	1	75.113	0.03494	L
2	394	1	75.1519	0.03495	L
2	395	1	75.1908	0.03495	L
2	396	1	75.2297	0.03496	L
2	397	1	75.2686	0.03497	L
2	398	1	75.3073	0.03497	L
2	399	1	75.3461	0.03498	L
2	400	1	75.3848	0.03498	L
2	401	1	75.4235	0.03499	L
2	402	1	75.4621	0.035	L
2	403	1	75.5007	0.035	L
2	404	1	75.5392	0.03501	L
2	405	1	75.5777	0.03501	L
2	406	1	75.6162	0.03502	L
2	407	1	75.6546	0.03503	L
2	408	1	75.693	0.03503	L
2	409	1	75.7313	0.03504	L
2	410	1	75.7696	0.03504	L
2	411	1	75.8079	0.03505	L
2	412	1	75.8461	0.03506	L
2	413	1	75.8843	0.03506	L
2	414	1	75.9224	0.03507	L
2	415	1	75.9605	0.03507	L
2	416	1	75.9986	0.03508	L
2	417	1	76.0366	0.03509	L
2	418	1	76.0746	0.03509	L
2	419	1	76.1125	0.0351	L
2	420	1	76.1504	0.03511	L
2	421	1	76.1883	0.03511	L
2	422	1	76.2261	0.03512	L
2	423	1	76.2639	0.03512	L
2	424	1	76.3016	0.03513	L
2	425	1	76.3393	0.03514	L
2	426	1	76.377	0.03514	L
2	427	1	76.4146	0.03515	L
2	428	1	76.4522	0.03516	L
2	429	1	76.4897	0.03516	L
2	430	1	76.5272	0.03517	L
2	431	1	76.5647	0.03518	L
2	432	1	76.6021	0.03518	L
2	433	1	76.6395	0.03519	L
2	434	1	76.6769	0.03519	L
2	435	1	76.7142	0.0352	L
2	436	1	76.7515	0.03521	L
