sex	length	l	m	s	lorh
2	97.8	-0.3833	14.4321	0.09017	L
2	97.9	-0.3833	14.4584	0.09019	L
2	98	-0.3833	14.4848	0.09021	L
2	98.1	-0.3833	14.5112	0.09023	L
2	98.2	-0.3833	14.5376	0.09026	L
2	98.3	-0.3833	14.5642	0.09028	L
2	98.4	-0.3833	14.5908	0.0903	L
2	98.5	-0.3833	14.6174	0.09033	L
2	98.6	-0.3833	14.6442	0.09035	L
2	98.7	-0.3833	14.671	0.09037	L
2	98.8	-0.3833	14.6979	0.0904	L
2	98.9	-0.3833	14.7248	0.09042	L
2	99	-0.3833	14.7519	0.09044	L
2	99.1	-0.3833	14.779	0.09047	L
2	99.2	-0.3833	14.8062	0.09049	L
2	99.3	-0.3833	14.8334	0.09052	L
2	99.4	-0.3833	14.8608	0.09054	L
2	99.5	-0.3833	14.8882	0.09057	L
2	99.6	-0.3833	14.9157	0.09059	L
2	99.7	-0.3833	14.9434	0.09062	L
2	99.8	-0.3833	14.9711	0.09064	L
2	99.9	-0.3833	14.9989	0.09067	L
2	100	-0.3833	15.0267	0.09069	L
2	100.1	-0.3833	15.0547	0.09072	L
2	100.2	-0.3833	15.0828	0.09075	L
2	100.3	-0.3833	15.1109	0.09077	L
2	100.4	-0.3833	15.1392	0.0908	L
2	100.5	-0.3833	15.1676	0.09083	L
2	100.6	-0.3833	15.196	0.09085	L
2	100.7	-0.3833	15.2246	0.09088	L
2	100.8	-0.3833	15.2532	0.09091	L
2	100.9	-0.3833	15.2819	0.09093	L
2	101	-0.3833	15.3108	0.09096	L
2	101.1	-0.3833	15.3397	0.09099	L
2	101.2	-0.3833	15.3687	0.09102	L
2	101.3	-0.3833	15.3979	0.09105	L
2	101.4	-0.3833	15.4271	0.09107	L
2	101.5	-0.3833	15.4564	0.0911	L
2	101.6	-0.3833	15.4858	0.09113	L
2	101.7	-0.3833	15.5154	0.09116	L
2	101.8	-0.3833	15.545	0.09119	L
2	101.9	-0.3833	15.5747	0.09122	L
2	102	-0.3833	15.6046	0.09125	L
2	102.1	-0.3833	15.6345	0.09128	L
2	102.2	-0.3833	15.6646	0.09131	L
2	102.3	-0.3833	15.6947	0.09133	L
2	102.4	-0.3833	15.725	0.09136	L
2	102.5	-0.3833	15.7553	0.09139	L
2	102.6	-0.3833	15.7858	0.09142	L
2	102.7	-0.3833	15.8164	0.09146	L
2	102.8	-0.3833	15.847	0.09149	L
2	102.9	-0.3833	15.8778	0.09152	L
2	103	-0.3833	15.9087	0.09155	L
2	103.1	-0.3833	15.9396	0.09158	L
2	103.2	-0.3833	15.9707	0.09161	L
2	103.3	-0.3833	16.0019	0.09164	L
2	103.4	-0.3833	16.0332	0.09167	L
2	103.5	-0.3833	16.0645	0.0917	L
2	103.6	-0.3833	16.096	0.09173	L
2	103.7	-0.3833	16.1276	0.09177	L
2	103.8	-0.3833	16.1593	0.0918	L
2	103.9	-0.3833	16.191	0.09183	L
2	104	-0.3833	16.2229	0.09186	L
2	104.1	-0.3833	16.2549	0.0919	L
2	104.2	-0.3833	16.287	0.09193	L
2	104.3	-0.3833	16.3191	0.09196	L
2	104.4	-0.3833	16.3514	0.09199	L
2	104.5	-0.3833	16.3837	0.09203	L
2	104.6	-0.3833	16.4162	0.09206	L
2	104.7	-0.3833	16.4488	0.09209	L
2	104.8	-0.3833	16.4814	0.09213	L
2	104.9	-0.3833	16.5142	0.09216	L
2	105	-0.3833	16.547	0.09219	L
2	105.1	-0.3833	16.58	0.09223	L
2	105.2	-0.3833	16.6131	0.09226	L
2	105.3	-0.3833	16.6462	0.09229	L
2	105.4	-0.3833	16.6795	0.09233	L
2	105.5	-0.3833	16.7129	0.09236	L
2	105.6	-0.3833	16.7464	0.0924	L
2	105.7	-0.3833	16.78	0.09243	L
2	105.8	-0.3833	16.8137	0.09247	L
2	105.9	-0.3833	16.8475	0.0925	L
2	106	-0.3833	16.8814	0.09254	L
2	106.1	-0.3833	16.9154	0.09257	L
2	106.2	-0.3833	16.9496	0.09261	L
2	106.3	-0.3833	16.9838	0.09264	L
2	106.4	-0.3833	17.0182	0.09268	L
2	106.5	-0.3833	17.0527	0.09271	L
2	106.6	-0.3833	17.0873	0.09275	L
2	106.7	-0.3833	17.122	0.09278	L
2	106.8	-0.3833	17.1569	0.09282	L
2	106.9	-0.3833	17.1918	0.09286	L
2	107	-0.3833	17.2269	0.09289	L
2	107.1	-0.3833	17.262	0.09293	L
2	107.2	-0.3833	17.2973	0.09296	L
2	107.3	-0.3833	17.3327	0.093	L
2	107.4	-0.3833	17.3683	0.09304	L
2	107.5	-0.3833	17.4039	0.09307	L
2	107.6	-0.3833	17.4397	0.09311	L
2	107.7	-0.3833	17.4755	0.09315	L
2	107.8	-0.3833	17.5115	0.09318	L
2	107.9	-0.3833	17.5476	0.09322	L
2	108	-0.3833	17.5839	0.09326	L
2	108.1	-0.3833	17.6202	0.09329	L
2	108.2	-0.3833	17.6567	0.09333	L
2	108.3	-0.3833	17.6932	0.09337	L
2	108.4	-0.3833	17.7299	0.09341	L
2	108.5	-0.3833	17.7668	0.09344	L
2	108.6	-0.3833	17.8037	0.09348	L
2	108.7	-0.3833	17.8407	0.09352	L
2	108.8	-0.3833	17.8779	0.09356	L
2	108.9	-0.3833	17.9152	0.09359	L
2	109	-0.3833	17.9526	0.09363	L
2	109.1	-0.3833	17.9901	0.09367	L
2	109.2	-0.3833	18.0277	0.09371	L
2	109.3	-0.3833	18.0654	0.09375	L
2	109.4	-0.3833	18.1033	0.09378	L
2	109.5	-0.3833	18.1412	0.09382	L
2	109.6	-0.3833	18.1792	0.09386	L
2	109.7	-0.3833	18.2174	0.0939	L
2	109.8	-0.3833	18.2556	0.09394	L
2	109.9	-0.3833	18.294	0.09397	L
2	110	-0.3833	18.3324	0.09401	L
